#FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c	Name
PF00970.27	17.802	8.536	6.47	27.798	18.806	16.966	10.89	19.84	15.309	22.613	21.429	40.222	17.236	13.107	29.669	27.817	0.0	30.873	18.755	4.376	17.122	64.979	31.269	22.841	11.569	44.137	75.544	78.812	43.011	116.654	79.699	62.569	51.283	132.387	33.459	32.061	119.58	9.522	17.299	95.243	63.707	25.783	Oxidoreductase FAD-binding domain
PF07837.15	1.578	6.426	2.455	0.0	0.0	7.664	1.821	0.0	6.298	6.014	9.539	9.862	0.0	7.932	3.353	0.0	3.842	8.604	4.284	8.479	4.674	23.541	5.386	3.723	0.0	11.165	20.37	10.225	21.92	43.299	29.16	15.231	12.614	12.936	5.313	18.145	0.0	12.34	0.0	14.348	18.868	0.0	Formiminotransferase domain, N-terminal subdomain
PF02971.17	1.578	6.426	2.455	0.0	0.0	7.664	1.821	0.0	6.298	6.014	9.539	9.862	0.0	7.932	3.353	0.0	3.842	8.604	4.284	8.479	4.674	23.541	5.386	3.723	0.0	11.165	20.37	10.225	21.92	43.299	29.16	15.231	12.614	12.936	5.313	18.145	0.0	12.34	0.0	14.348	18.868	0.0	Formiminotransferase domain
PF04961.15	10.056	6.426	2.455	11.13	13.116	16.753	1.821	10.138	17.432	6.014	5.894	11.585	5.025	5.78	0.0	6.143	9.061	13.281	4.284	10.356	11.024	27.297	12.11	0.0	0.0	18.884	22.891	31.333	17.823	30.525	28.599	15.231	12.614	28.051	15.309	24.936	17.233	17.902	0.0	24.85	31.147	0.0	Formiminotransferase-cyclodeaminase
PF00221.22	8.798	9.543	0.0	9.089	1.765	13.486	1.982	12.499	0.0	8.862	6.413	8.955	4.023	2.315	3.971	5.035	6.43	5.739	0.0	9.63	0.0	9.706	2.049	4.35	18.652	6.138	19.823	14.386	34.363	71.669	30.109	16.893	16.778	23.225	3.201	12.212	6.931	13.836	2.546	22.769	9.241	2.517	Aromatic amino acid lyase
PF04172.19	0.0	0.0	0.0	4.804	0.0	5.052	0.0	0.0	5.158	0.0	0.0	4.96	4.546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.253	0.0	8.236	27.167	14.58	15.94	26.531	40.891	49.736	24.604	24.42	8.474	6.925	6.642	15.496	9.943	5.592	14.097	61.415	0.0	LrgB-like family
PF20600.1	0.0	0.0	5.404	0.0	28.551	0.0	0.0	0.0	0.0	0.0	4.325	4.46	0.0	4.718	0.0	0.0	0.0	3.803	0.0	4.851	0.0	9.702	0.0	0.0	0.0	12.561	26.471	0.0	9.715	61.092	7.498	11.242	34.086	41.304	26.334	32.65	0.0	13.637	11.092	6.521	105.246	0.0	Exodeoxyribonuclease X-like C-terminal
PF06971.16	8.376	5.711	6.545	16.417	8.43	10.857	4.536	14.543	0.0	5.293	0.0	37.17	4.861	11.157	23.509	16.9	10.062	3.991	0.0	0.0	37.15	11.708	5.018	5.331	77.828	21.76	39.425	44.976	28.643	89.253	143.917	66.432	66.326	88.164	67.284	21.83	92.751	15.445	36.116	45.955	59.221	17.932	Putative DNA-binding protein N-terminus
PF01252.21	9.688	20.991	0.0	5.5	12.885	36.145	5.776	6.579	7.542	6.775	10.403	5.378	6.522	14.629	19.064	5.619	0.0	14.399	0.0	0.0	13.257	27.892	6.765	0.0	103.712	48.372	66.012	56.594	76.489	179.692	227.575	73.007	121.944	183.418	59.563	54.583	67.479	59.381	36.701	123.761	63.578	60.0	Signal peptidase (SPase) II
PF19577.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DcaP outer membrane protein
PF02585.20	8.744	0.0	2.108	0.0	9.756	3.417	8.652	3.397	9.876	0.0	13.503	32.886	3.507	0.0	3.98	0.0	4.702	0.0	1.186	10.946	0.0	36.49	0.0	0.0	0.0	26.706	19.829	23.305	16.795	79.489	16.76	0.0	18.572	0.0	20.334	6.726	2.736	12.515	2.643	0.0	19.096	5.223	GlcNAc-PI de-N-acetylase
PF02498.20	0.0	4.153	0.0	4.017	0.0	0.0	0.0	7.23	0.0	0.0	0.0	0.0	0.0	4.124	0.0	7.145	0.0	0.0	0.0	4.256	0.0	8.498	3.649	0.0	19.571	16.429	52.428	4.189	60.497	53.658	9.585	24.763	68.585	6.818	16.72	6.09	37.012	45.771	26.455	5.701	53.638	4.36	BRO family, N-terminal domain
PF03374.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.702	27.019	0.0	0.0	5.412	0.0	16.159	6.09	0.0	4.216	0.0	0.0	40.839	0.0	Phage antirepressor protein KilAC domain
PF18956.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.626	52.079	0.0	38.529	79.373	79.463	0.0	29.203	44.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Family of unknown function (DUF5699)
PF09709.13	0.0	7.51	2.468	5.828	3.16	17.172	3.434	0.0	4.0	5.576	3.95	2.037	0.0	0.0	3.302	0.0	0.0	1.625	3.755	4.219	2.046	15.541	3.299	0.0	3.162	10.305	30.098	8.801	1.959	6.474	21.552	18.016	11.293	12.878	7.809	15.257	21.038	0.0	21.304	11.101	39.075	6.364	CRISPR-associated protein (Cas_Csd1)
PF20463.1	3.213	4.361	0.0	4.218	2.522	3.172	0.0	6.693	0.0	4.081	4.0	0.0	0.0	3.301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.396	5.832	0.0	20.804	24.3	28.988	11.816	23.482	52.331	40.14	26.392	32.107	127.305	10.083	9.752	31.573	6.393	8.313	21.191	17.284	13.952	Prephenate dehydrogenase, dimerization domain
PF12897.10	8.212	16.878	0.0	16.082	0.0	13.485	9.533	29.304	8.207	5.248	0.0	0.0	14.524	11.864	4.745	6.056	0.0	11.366	2.843	0.0	9.275	5.756	2.498	0.0	79.523	25.682	39.111	28.231	11.557	39.995	103.321	45.262	33.129	104.6	26.017	21.431	50.472	8.1	11.994	58.228	44.25	11.748	Aspartate amino-transferase
PF01011.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.112	0.0	6.204	0.0	0.0	0.0	2.469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PQQ enzyme repeat
PF13734.9	14.553	8.605	2.915	3.784	13.816	5.122	1.213	7.719	5.23	10.254	17.356	56.681	1.232	0.641	1.64	1.542	0.579	4.381	1.31	2.805	2.962	10.166	5.739	1.223	4.281	35.044	87.34	24.939	81.082	233.275	18.037	41.959	49.865	16.794	31.191	26.333	31.379	27.619	25.853	9.21	25.04	15.828	Spi protease inhibitor
PF01640.20	5.908	8.605	2.915	0.0	13.816	1.369	1.213	4.312	1.398	10.254	17.356	56.681	1.232	0.641	1.64	1.542	0.579	4.381	1.31	2.805	2.962	6.156	2.302	1.223	4.281	35.044	87.34	24.939	65.058	220.894	18.037	32.703	45.286	16.794	31.191	30.232	31.379	23.862	17.544	3.821	25.04	15.828	Peptidase C10 family
PF09968.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Uncharacterized protein domain (DUF2202)
PF07610.14	7.564	0.0	7.436	0.0	0.0	0.0	0.0	4.468	0.0	3.172	0.0	0.0	0.0	0.0	7.796	0.0	0.0	0.0	0.0	0.0	0.0	5.259	0.0	0.0	0.0	13.353	29.235	14.003	56.501	182.562	8.128	60.18	31.698	20.265	26.587	57.628	0.0	26.667	0.0	4.67	20.156	7.648	Protein of unknown function (DUF1573)
PF04443.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acyl-protein synthetase, LuxE
PF13650.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.437	10.344	0.0	16.808	0.0	0.0	13.199	29.568	9.751	26.577	22.806	0.0	0.0	7.637	0.0	11.799	11.162	0.0	Aspartyl protease
PF13195.9	0.0	0.0	2.363	0.0	1.041	0.0	0.0	0.0	0.0	0.0	1.891	0.649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.818	0.0	0.632	0.0	0.0	0.0	0.0	0.0	0.749	0.0	0.0	0.0	0.0	0.0	1.56	0.0	Protein of unknown function (DUF4011)
PF18741.4	0.0	0.0	2.363	0.0	1.041	0.0	0.0	0.0	0.0	0.0	1.891	0.649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.256	0.769	0.818	0.0	0.632	0.0	0.0	0.0	0.0	0.0	0.749	0.0	0.0	0.0	0.0	0.0	2.606	0.0	REase_MTES_1575
PF11784.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.818	0.0	Protein of unknown function (DUF3320)
PF08124.14	0.0	0.0	0.0	0.698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942	0.0	Polysaccharide lyase family 8, N terminal alpha-helical domain
PF02278.21	0.0	0.0	0.0	0.698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942	0.0	Polysaccharide lyase family 8, super-sandwich domain
PF02884.20	0.0	0.0	0.0	0.349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.471	0.0	Polysaccharide lyase family 8, C-terminal beta-sandwich domain
PF06210.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.147	0.0	0.0	6.523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Protein of unknown function (DUF1003)
PF17919.4	0.0	1.774	7.378	1.716	0.0	1.702	3.015	0.0	0.0	1.66	1.627	1.678	14.742	7.044	1.487	11.749	1.59	0.0	0.0	3.635	8.957	5.453	1.558	0.0	5.548	11.535	24.547	0.0	35.656	51.25	0.0	9.713	23.382	0.0	4.665	0.0	13.19	1.703	3.767	14.982	25.725	1.862	RNase H-like domain found in reverse transcriptase
PF04453.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	1.815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	LPS transport system D
PF05359.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.194	0.0	0.0	4.664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Domain of Unknown Function (DUF748)
PF13191.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.354	0.0	0.0	0.0	0.0	0.0	0.0	1.773	9.022	2.236	1.94	4.804	1.576	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.913	0.0	AAA ATPase domain
PF10622.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Energy-converting hydrogenase B subunit P (EhbP)
PF10108.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB
PF05368.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.603	0.0	NmrA-like family
PF12320.11	0.0	0.0	0.0	3.025	0.0	3.014	2.671	5.545	3.22	2.927	2.875	0.0	0.0	0.0	2.622	0.0	0.0	5.026	0.0	0.0	0.0	0.0	0.0	0.0	9.805	16.106	25.734	9.272	9.325	19.911	24.577	14.035	21.14	15.332	20.521	0.0	4.662	6.218	3.329	12.885	36.602	6.583	Type 5 capsule protein repressor C-terminal domain
PF07705.14	0.0	0.0	0.0	1.878	1.666	1.863	0.0	0.0	1.902	0.0	0.0	0.0	1.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	1.706	0.0	0.0	0.0	9.458	11.871	7.813	52.284	0.0	2.297	12.226	3.271	2.673	2.585	0.0	2.867	7.83	0.0	8.019	4.272	CARDB
PF08411.13	0.0	0.0	0.0	0.0	1.939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Exonuclease C-terminal
PF07331.14	0.0	0.0	0.0	0.0	0.0	6.988	0.0	6.159	0.0	12.396	0.0	0.0	0.0	0.0	0.0	24.39	0.0	5.853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.733	11.377	14.268	14.488	45.834	126.574	8.617	25.744	36.325	0.0	0.0	0.0	37.913	7.511	48.716	48.834	8.629	Tripartite tricarboxylate transporter TctB family
PF17651.4	1.385	9.244	0.0	1.828	0.0	13.441	0.0	0.0	0.0	2.186	2.099	3.583	4.909	7.11	0.0	2.472	2.052	1.276	2.335	2.393	2.548	1.941	4.062	4.36	6.553	29.474	2.622	22.2	0.0	35.226	44.579	25.691	23.689	20.241	21.716	14.914	0.0	0.0	5.112	52.652	20.403	13.763	RACo middle region
PF14574.9	1.385	13.915	0.0	1.828	0.0	26.882	0.0	0.0	0.0	4.372	2.099	3.583	4.909	12.339	0.0	2.472	2.052	1.276	4.67	4.786	5.096	1.941	6.114	8.72	6.553	29.474	2.622	19.469	0.0	35.226	44.579	25.691	23.689	34.393	37.136	29.828	0.0	0.0	8.224	72.023	24.222	22.997	C-terminal domain of RACo the ASKHA domain
PF08468.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.472	0.0	0.0	4.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Methyltransferase small domain N-terminal
PF12771.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.927	0.0	4.84	17.806	0.0	41.754	25.227	55.702	0.0	8.017	2.567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.586	2.303	Starch-binding associating with outer membrane
PF04632.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fusaric acid resistance protein family
PF17850.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.394	5.243	0.0	0.0	3.878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CysA C-terminal regulatory domain
PF12857.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	TOBE-like domain
PF03721.17	2.027	13.999	6.344	5.26	10.767	10.71	2.299	7.316	8.775	2.729	5.376	13.038	2.391	2.758	2.897	12.173	7.732	4.739	11.057	11.26	16.733	39.527	19.725	0.0	75.305	48.363	27.512	17.309	60.329	212.699	136.878	90.377	64.69	143.328	51.541	50.289	29.506	8.012	24.458	54.514	63.192	36.454	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF00984.22	2.027	13.999	6.344	5.26	10.767	10.71	2.299	7.316	8.775	2.729	5.376	13.038	2.391	2.758	2.897	12.173	7.732	4.739	11.057	11.26	16.733	39.527	19.725	0.0	75.305	48.363	27.512	17.309	65.794	203.217	136.878	90.377	64.69	143.328	51.541	50.289	29.506	8.012	24.458	54.514	63.192	36.454	UDP-glucose/GDP-mannose dehydrogenase family, central domain
PF03720.18	0.0	8.514	6.344	2.616	10.767	10.71	2.299	4.92	0.0	0.0	2.869	5.23	2.391	2.758	0.0	9.2	7.732	4.739	5.554	0.0	13.731	17.059	12.472	0.0	75.305	59.2	16.11	14.533	40.354	155.899	132.548	77.4	53.46	137.767	47.922	46.789	29.506	8.012	21.555	31.161	59.392	30.504	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF11974.11	0.0	0.0	0.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.045	0.0	0.0	1.537	0.0	0.0	0.0	0.0	0.634	0.849	0.0	0.0	0.0	Bacterial alpha-2-macroglobulin MG3 domain
PF17972.4	0.0	0.0	0.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.045	0.0	0.0	1.537	0.0	0.0	0.0	0.0	0.634	0.849	0.0	0.0	0.0	Bacterial Alpha-2-macroglobulin MG5 domain
PF17962.4	0.0	0.0	0.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.045	0.0	0.0	2.186	0.0	0.0	0.0	0.0	0.634	0.849	0.0	0.0	0.0	Bacterial macroglobulin domain 6
PF16123.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hydroxyacylglutathione hydrolase C-terminus
PF02578.18	0.0	8.536	5.6	3.989	6.897	24.381	0.0	15.792	4.225	5.081	0.0	4.36	0.0	0.0	0.0	0.0	7.814	13.457	3.948	0.0	0.0	9.942	3.751	0.0	9.468	22.695	35.192	3.972	37.18	104.788	57.211	65.173	51.116	51.957	39.176	31.331	19.524	4.391	4.155	35.901	17.069	21.427	Multi-copper polyphenol oxidoreductase laccase
PF07661.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.888	0.0	0.0	0.0	17.066	0.0	0.0	0.0	0.0	0.0	MORN repeat variant
PF07593.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.891	0.0	0.0	4.015	1.652	0.0	0.0	2.328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.427	0.0	ASPIC and UnbV
PF13573.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.014	0.0	17.662	13.063	0.0	0.0	0.0	0.0	0.0	3.311	0.0	0.0	0.0	SprB repeat
PF20314.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Family of unknown function (DUF6610)
PF13489.9	0.0	6.368	6.14	2.767	0.0	6.726	6.933	9.458	2.649	0.0	0.0	0.0	2.47	10.563	0.0	3.091	0.0	0.0	3.507	0.0	3.826	13.797	0.0	1.635	17.203	41.646	14.696	13.874	13.561	90.234	0.0	30.155	34.44	111.565	23.741	45.145	9.531	2.748	22.939	82.293	33.117	23.066	Methyltransferase domain
PF07876.15	0.0	11.926	0.0	10.505	0.0	11.442	0.0	10.809	0.0	0.0	0.0	0.0	10.296	0.0	0.0	0.0	0.0	0.0	11.925	0.0	0.0	12.721	0.0	0.0	19.611	48.766	62.142	12.147	25.69	135.958	58.812	14.247	0.0	40.354	16.322	15.787	0.0	12.042	12.789	16.59	0.0	0.0	Stress responsive A/B Barrel Domain
PF18967.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.507	4.087	0.0	0.0	31.045	0.0	3.596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Family of unknown function (DUF5706)
PF14842.9	34.2	118.101	12.321	68.98	19.068	95.868	21.151	33.982	27.888	36.814	26.262	10.2	27.788	35.36	66.305	31.153	22.627	48.823	28.904	81.004	47.194	95.577	66.146	39.925	252.626	69.616	103.167	82.518	25.645	145.165	257.896	58.455	70.58	292.229	150.632	77.955	222.576	72.114	94.595	201.509	65.775	150.706	FliG N-terminal domain
PF14841.9	34.2	118.101	12.321	68.98	19.068	95.868	21.151	33.982	27.888	36.814	26.262	10.2	27.788	35.36	66.305	31.153	22.627	48.823	28.904	81.004	47.194	95.577	66.146	39.925	252.626	69.616	103.167	82.518	25.645	145.165	257.896	58.455	70.58	292.229	150.632	77.955	222.576	72.114	94.595	201.509	65.775	150.706	FliG middle domain
PF01706.19	34.2	125.702	12.321	77.445	19.068	95.868	21.151	41.603	27.888	36.814	26.262	10.2	27.788	35.36	66.305	31.153	29.4	48.823	37.654	81.004	47.194	95.577	66.146	39.925	264.669	75.54	140.363	97.857	89.974	296.591	286.131	85.326	88.379	298.606	150.632	82.996	222.576	79.414	103.641	233.806	86.43	150.706	FliG C-terminal domain
PF01888.20	0.0	0.0	0.0	3.138	3.069	6.225	0.0	0.0	0.0	0.0	2.899	0.0	0.0	6.356	0.0	0.0	0.0	0.0	0.0	0.0	6.895	3.239	5.316	9.156	4.743	32.512	31.175	3.247	23.444	33.129	15.228	61.347	64.68	0.0	16.869	0.0	0.0	15.339	3.473	4.233	12.323	6.813	CbiD
PF00584.23	21.102	207.331	0.0	67.752	286.348	100.531	44.36	91.916	36.136	63.838	81.836	305.215	16.409	74.636	30.714	109.195	0.0	69.447	18.431	109.828	116.273	175.27	45.805	16.947	650.439	159.731	174.212	67.117	0.0	196.675	383.527	82.125	61.627	341.713	434.59	94.168	203.537	117.41	38.004	682.566	84.314	225.447	SecE/Sec61-gamma subunits of protein translocation complex
PF03786.16	2.498	10.119	0.0	9.809	2.566	19.618	5.786	2.952	0.0	3.172	2.875	13.069	11.689	10.153	8.377	7.365	0.0	30.122	0.0	10.179	7.416	30.836	23.839	15.909	132.134	17.218	27.103	31.263	32.856	56.991	304.516	66.968	60.444	90.647	17.046	12.152	60.52	9.729	21.404	46.674	73.029	49.497	D-mannonate dehydratase (UxuA)
PF15975.8	19.166	67.166	19.707	50.022	3.505	68.575	13.821	14.308	20.369	28.621	4.234	4.515	28.671	16.495	25.371	12.644	16.502	21.129	13.987	35.48	28.547	58.323	25.255	2.143	37.219	18.3	69.224	54.302	24.471	18.67	135.274	42.015	57.957	77.453	34.846	30.775	214.86	49.934	48.211	23.548	35.394	37.384	Flotillin
