FeatureID	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
tr_A0A3R6D207_A0A3R6D207_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
tr_A0A3R6DCF5_A0A3R6DCF5_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
tr_A0A3R6DN67_A0A3R6DN67_9FIRM	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	2	2	1	4	1
tr_A0A3R6GNY0_A0A3R6GNY0_9FIRM	0	1	1	0	0	0	1	1	0	0	1	1	1	2	1	1	2	3	1	6	1
tr_A0A3R6HN67_A0A3R6HN67_9FIRM	1	0	1	1	0	0	2	1	2	0	1	1	1	2	2	2	6	3	1	7	2
tr_A0A3R6K7Z9_A0A3R6K7Z9_9FIRM	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	2	3	1	5	1
tr_A0A3R6XZ18_A0A3R6XZ18_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0
tr_A0A3S4EL61_A0A3S4EL61_SALBN	1	1	2	1	1	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0
tr_A0A401LCP1_A0A401LCP1_9FIRM	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	3	0
tr_A0A411PH80_A0A411PH80_9GAMM	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tr_A0A412B9C4_A0A412B9C4_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A412BKW2_A0A412BKW2_9FIRM	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	2	1	0	2	0
tr_A0A412DXH9_A0A412DXH9_9FIRM	1	1	1	1	0	0	1	2	1	1	1	2	2	7	3	3	11	5	1	19	2
tr_A0A412FFM9_A0A412FFM9_9FIRM	1	0	1	1	0	0	2	2	2	1	2	2	2	4	3	3	9	4	1	10	3
tr_A0A412FJY4_A0A412FJY4_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	19	3	1	2	0
tr_A0A412JV09_A0A412JV09_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A412LA28_A0A412LA28_9FIRM	1	1	1	1	0	0	2	2	2	2	2	3	2	7	2	3	11	5	2	18	2
tr_A0A412MA68_A0A412MA68_9FIRM	0	0	0	0	0	0	2	0	0	0	1	2	2	2	1	1	6	2	1	2	1
tr_A0A412UR07_A0A412UR07_9FIRM	1	1	1	1	0	0	2	2	2	1	1	2	2	6	3	3	9	4	1	16	2
tr_A0A412XI38_A0A412XI38_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
tr_A0A412YWB1_A0A412YWB1_9FIRM	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	6	2	1	3	0
tr_A0A412Z9I5_A0A412Z9I5_9FIRM	0	0	0	1	0	0	0	0	0	0	0	0	1	6	1	1	9	4	1	14	4
tr_A0A412Z9M0_A0A412Z9M0_9FIRM	1	0	0	1	1	0	0	1	0	0	0	0	1	9	1	1	13	8	0	12	4
tr_A0A412ZDA9_A0A412ZDA9_9FIRM	1	0	0	0	0	0	0	0	1	1	0	0	1	4	1	1	22	9	1	7	2
tr_A0A413ALF2_A0A413ALF2_9ENTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
tr_A0A413JGL6_A0A413JGL6_CLOSY	1	0	1	0	0	0	0	0	1	1	1	0	2	5	1	1	27	13	2	9	3
tr_A0A413KA69_A0A413KA69_9FIRM	1	1	1	1	0	0	2	2	1	1	1	2	2	6	3	3	11	4	1	15	1
tr_A0A413M950_A0A413M950_PHOVU	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A413NQG8_A0A413NQG8_BACUN	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A413QBW3_A0A413QBW3_9FIRM	1	1	1	0	0	0	1	1	1	1	1	1	1	5	2	2	12	4	1	15	1
tr_A0A413TSA5_A0A413TSA5_9FIRM	1	1	2	1	1	1	3	2	3	1	2	2	2	4	4	4	9	5	2	10	3
tr_A0A413VM04_A0A413VM04_9FIRM	1	1	1	2	1	0	0	0	0	0	0	0	1	5	2	1	24	9	2	7	4
tr_A0A413WHK1_A0A413WHK1_9FIRM	3	7	1	2	1	0	0	1	0	2	2	0	1	11	0	1	13	4	0	13	3
tr_A0A413YQ76_A0A413YQ76_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0
tr_A0A413YS81_A0A413YS81_9FIRM	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	5	3	0	3	1
tr_A0A414ARR2_A0A414ARR2_9FIRM	0	0	0	0	0	0	0	0	1	0	0	0	1	4	1	1	22	8	1	6	2
tr_A0A414AWQ7_A0A414AWQ7_9FIRM	0	0	0	1	0	0	0	0	0	0	0	0	1	6	1	1	9	4	1	14	4
tr_A0A414AWR8_A0A414AWR8_9FIRM	1	0	0	0	1	0	0	1	0	0	0	0	1	9	1	1	13	7	0	12	3
tr_A0A414BII8_A0A414BII8_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A414D7P3_A0A414D7P3_9FIRM	0	0	1	0	0	0	1	1	0	0	1	2	1	2	0	0	4	3	0	4	1
tr_A0A414E3A9_A0A414E3A9_9FIRM	1	1	1	1	0	0	2	2	2	1	1	2	2	7	3	3	10	5	1	19	1
tr_A0A414EJM8_A0A414EJM8_9FIRM	1	1	1	1	0	0	1	1	0	0	1	1	1	2	1	1	3	1	0	4	1
tr_A0A414F520_A0A414F520_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
tr_A0A414FWD7_A0A414FWD7_9ACTN	1	0	0	0	0	0	0	0	0	1	0	0	1	3	1	1	13	8	1	7	4
tr_A0A414J1V2_A0A414J1V2_9FIRM	0	1	1	1	0	0	1	1	0	0	0	1	1	2	1	1	3	1	0	4	1
tr_A0A414J276_A0A414J276_9FIRM	0	0	0	0	0	0	1	1	1	1	1	2	1	1	1	1	2	1	0	4	1
tr_A0A414P478_A0A414P478_9FIRM	0	1	1	1	1	0	2	1	1	1	4	4	1	3	2	3	11	2	0	8	1
tr_A0A414T2V7_A0A414T2V7_9FIRM	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	2	1
tr_A0A414WGK5_A0A414WGK5_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
tr_A0A415BVD3_A0A415BVD3_PHOVU	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A415EY36_A0A415EY36_ENTCA	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0
tr_A0A415G6B1_A0A415G6B1_9FIRM	0	0	0	0	0	0	1	1	1	1	3	3	2	4	2	2	6	3	1	12	2
tr_A0A415HK39_A0A415HK39_9FIRM	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	0	4	1	1	1	1
tr_A0A415NKX7_A0A415NKX7_PHOVU	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A415P4A1_A0A415P4A1_9FIRM	1	1	0	1	0	0	2	1	1	1	0	0	2	7	3	4	72	17	1	11	5
tr_A0A415PAJ0_A0A415PAJ0_9FIRM	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	4	3	0	4	1
tr_A0A415TH29_A0A415TH29_9FIRM	1	1	1	1	0	0	2	1	1	2	1	0	4	8	4	2	35	19	3	15	7
tr_A0A415TWG6_A0A415TWG6_9FIRM	0	0	0	0	0	0	2	1	1	1	3	4	2	5	3	4	7	3	1	13	2
tr_A0A418VDZ9_A0A418VDZ9_RHOPL	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
tr_A0A426DFQ3_A0A426DFQ3_9FIRM	1	0	1	3	0	0	1	1	2	0	0	0	0	42	1	4	17	18	4	31	11
tr_A0A426DFX4_A0A426DFX4_9FIRM	4	0	0	1	3	0	3	1	1	4	3	4	1	19	1	2	13	11	1	26	6
tr_A0A429ZG70_A0A429ZG70_9ENTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
tr_A0A430A8D7_A0A430A8D7_9ENTE	2	1	1	1	0	0	1	1	1	1	0	0	3	4	3	0	10	7	1	7	4
tr_A0A437ST59_A0A437ST59_9LACO	0	1	2	2	1	2	0	0	0	0	0	0	0	1	0	4	1	1	0	1	0
tr_A0A454HK17_A0A454HK17_9FIRM	1	1	1	1	0	0	2	1	2	0	1	2	1	1	1	2	3	1	1	2	2
tr_A0A464JFN5_A0A464JFN5_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
tr_A0A494SMF7_A0A494SMF7_ENTCA	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0
tr_A0A495VFW7_A0A495VFW7_9GAMM	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
tr_A0A497YPB1_A0A497YPB1_9BACL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	2	1
tr_A0A4B9HRG2_A0A4B9HRG2_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
tr_A0A4P6M3P6_A0A4P6M3P6_9FIRM	1	0	1	2	0	0	1	1	1	0	0	0	0	13	2	2	14	9	2	18	5
tr_A0A4P7VQQ5_A0A4P7VQQ5_9BACT	0	0	0	0	3	3	1	0	1	0	1	0	2	9	2	0	3	1	0	15	0
tr_A0A4P7W0Z6_A0A4P7W0Z6_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	3	0
tr_A0A4P7W1A3_A0A4P7W1A3_9BACT	0	0	0	0	2	2	0	0	0	0	0	0	0	4	1	0	1	0	0	5	0
tr_A0A4P8ICW8_A0A4P8ICW8_9FIRM	0	0	0	1	0	0	0	1	1	0	1	0	1	9	1	1	26	12	0	19	5
tr_A0A4P8KDP6_A0A4P8KDP6_ENTAV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0
tr_A0A4P8XT46_A0A4P8XT46_9FIRM	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	2	7	3	0	3	1
tr_A0A4Q1RLI5_A0A4Q1RLI5_9FIRM	1	2	3	2	1	0	4	3	3	2	5	4	4	3	3	3	12	4	2	8	1
tr_A0A4Q2JVP0_A0A4Q2JVP0_9MICO	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	2	1
tr_A0A4Q5EEB5_A0A4Q5EEB5_BACUN	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
tr_A0A4Q7N0F0_A0A4Q7N0F0_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
tr_A0A4Q9WBJ5_A0A4Q9WBJ5_STALU	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A4R1R168_A0A4R1R168_9FIRM	1	4	9	2	0	0	2	2	0	2	1	3	0	0	0	4	0	0	0	0	0
tr_A0A4R2LEC7_A0A4R2LEC7_9FIRM	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	3	1
tr_A0A4R2LR43_A0A4R2LR43_FLAPL	1	0	1	1	0	0	1	1	0	1	1	0	1	5	2	1	17	8	2	8	4
tr_A0A4R2LXF5_A0A4R2LXF5_FLAPL	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	3	1	2	2
tr_A0A4R2T9G9_A0A4R2T9G9_9CLOT	1	0	1	0	0	0	1	1	0	1	0	0	2	3	2	1	19	3	2	6	2
tr_A0A4R3MJ10_A0A4R3MJ10_9FIRM	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	12	7	1	10	1
tr_A0A4R3MLC4_A0A4R3MLC4_9FIRM	0	0	0	1	0	0	1	1	0	0	0	0	1	2	4	0	7	4	1	4	4
tr_A0A4R3MNL5_A0A4R3MNL5_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
tr_A0A4R3MPD0_A0A4R3MPD0_9FIRM	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	10	10	0	17	0
tr_A0A4R3Z8B6_A0A4R3Z8B6_9FIRM	1	0	1	0	1	0	0	1	1	0	0	0	1	11	3	2	12	7	1	14	6
tr_A0A4R5NDR4_A0A4R5NDR4_9LACO	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr_A0A4S2BMC4_A0A4S2BMC4_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
tr_A0A4S2CHH9_A0A4S2CHH9_LACJH	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr_A0A4S2DGF8_A0A4S2DGF8_9CLOT	0	2	1	2	1	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0
tr_A0A4S2EC83_A0A4S2EC83_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
tr_A0A4S2EL20_A0A4S2EL20_LIMRT	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
tr_A0A4S2G132_A0A4S2G132_9BACT	0	0	0	0	3	2	1	0	0	0	0	0	2	5	1	0	2	0	0	10	0
tr_A0A4U2YPP9_A0A4U2YPP9_9ACTN	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	6	1
tr_A0A4U4F1S6_A0A4U4F1S6_ENTFC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A4U8Q543_A0A4U8Q543_9FIRM	1	0	1	0	0	0	1	1	1	0	0	0	0	16	1	3	14	10	2	18	8
tr_A0A4V0GNZ7_A0A4V0GNZ7_ENTCA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
tr_A0A4V5TPP4_A0A4V5TPP4_9BACI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A4V6L5N8_A0A4V6L5N8_ENTCA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
tr_A0A4Y1X4I0_A0A4Y1X4I0_9BACT	0	0	0	0	0	0	0	1	0	0	2	2	0	0	2	0	0	0	0	0	0
tr_A0A4Y3JTA7_A0A4Y3JTA7_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0
tr_A0A4Y6CXX1_A0A4Y6CXX1_MYXXA	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
tr_A0A4Y9IC69_A0A4Y9IC69_LACJH	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr_A0A4Z0GA50_A0A4Z0GA50_LACJH	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr_A0A4Z0V542_A0A4Z0V542_9BACT	0	0	0	0	3	2	1	0	0	0	0	0	1	6	2	0	2	0	0	11	0
tr_A0A506UJ79_A0A506UJ79_9HYPH	6	17	20	21	0	0	4	3	0	2	6	2	0	0	0	11	0	0	0	0	0
tr_A0A508YME0_A0A508YME0_LIMMU	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2	0	2	0
tr_A0A517TZN6_A0A517TZN6_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0
tr_A0A517YPL6_A0A517YPL6_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	4	5	0	10	10
tr_A0A544QWM9_A0A544QWM9_9FIRM	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1
tr_A0A552YZ79_A0A552YZ79_9LACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A558K589_A0A558K589_9LACO	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A561WUB8_A0A561WUB8_9ACTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A562E177_A0A562E177_RHORH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
tr_A0A564UWT3_A0A564UWT3_9FIRM	1	1	1	1	0	0	2	2	2	0	1	2	2	3	2	1	4	1	1	6	2
tr_A0A564W7Z7_A0A564W7Z7_9FIRM	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	3	0
tr_A0A564WVE5_A0A564WVE5_9FIRM	0	0	1	0	0	0	1	1	0	0	1	2	2	2	1	2	7	2	1	2	1
tr_A0A5B7XYS0_A0A5B7XYS0_LEVBR	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
tr_A0A5C5BN99_A0A5C5BN99_LACLL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1
tr_A0A5C6KVS7_A0A5C6KVS7_9BACT	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A5C8H7B1_A0A5C8H7B1_9LACO	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
tr_A0A5D4GF29_A0A5D4GF29_LACLL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1
tr_A0A5F0V2F2_A0A5F0V2F2_ENTGA	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	0	2	0
tr_A0A5F0V9B1_A0A5F0V9B1_ENTGA	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0
tr_A0A5J6Z6M9_A0A5J6Z6M9_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	4	0	2	2
tr_A0A5K1J4Z3_A0A5K1J4Z3_9ACTN	1	0	0	0	0	0	0	0	0	1	0	0	1	3	1	1	12	6	1	6	3
tr_A0A5L2H2U9_A0A5L2H2U9_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
tr_A0A5L7P9F9_A0A5L7P9F9_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
tr_A0A5M8C2R6_A0A5M8C2R6_CLOSY	1	0	1	0	0	0	0	0	1	1	1	0	2	5	1	1	26	12	2	10	2
tr_A0A5M9HZ00_A0A5M9HZ00_9FIRM	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	1	1	3	1
tr_A0A5N0YTI1_A0A5N0YTI1_9ENTE	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0
tr_A0A5P2EX67_A0A5P2EX67_9CLOT	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
tr_A0A5P3IFE5_A0A5P3IFE5_LACLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A5Q2MHU2_A0A5Q2MHU2_9ACTN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
tr_A0A5Q2NBM6_A0A5Q2NBM6_9BACI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A5T2R3J1_A0A5T2R3J1_SALER	15	23	12	11	16	9	40	5	19	2	8	26	0	0	1	0	0	1	0	0	0
tr_A0A5T5PQK0_A0A5T5PQK0_SALER	0	1	1	1	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
tr_A0A5U1RDD5_A0A5U1RDD5_SALER	15	23	12	11	15	9	40	5	19	2	7	26	0	0	1	0	0	1	0	0	0
tr_A0A5U6BUS2_A0A5U6BUS2_SALER	15	23	12	11	16	9	40	5	19	2	8	26	0	0	1	0	0	1	0	0	0
tr_A0A5Y3Y6E1_A0A5Y3Y6E1_SALER	15	23	12	11	15	9	40	5	19	2	7	26	0	0	1	0	0	1	0	0	0
tr_A0A5Y9DN57_A0A5Y9DN57_LISMN	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
tr_A0A5Z3FH04_A0A5Z3FH04_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0
tr_A0A637E709_A0A637E709_SALET	15	23	12	11	16	9	40	5	19	2	8	26	0	0	1	0	0	1	0	0	0
tr_A0A650M832_A0A650M832_9CLOT	0	1	1	1	1	0	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0
tr_A0A656QR07_A0A656QR07_9BURK	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A660JJD9_A0A660JJD9_LISIO	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
tr_A0A6A7Z4L4_A0A6A7Z4L4_9PSED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A6A8MGB7_A0A6A8MGB7_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
tr_A0A6A8NF43_A0A6A8NF43_ENTFC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A6A9QVZ8_A0A6A9QVZ8_ENTCA	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	1	0	1	0
tr_A0A6B2G2K8_A0A6B2G2K8_9LACO	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
tr_A0A6B9HX44_A0A6B9HX44_LACJH	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A6D2BZG2_A0A6D2BZG2_SALET	2	2	1	1	3	2	5	0	3	0	0	2	0	0	0	0	0	0	0	0	0
tr_A0A6G3ARY9_A0A6G3ARY9_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
tr_A0A6G4ZC96_A0A6G4ZC96_CLOPF	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
tr_A0A6G8B1H1_A0A6G8B1H1_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	1
tr_A0A6H0KUZ2_A0A6H0KUZ2_9BACE	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A6I1MM49_A0A6I1MM49_9CLOT	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	4	0
tr_A0A6I1MM56_A0A6I1MM56_9CLOT	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0
tr_A0A6I2HU76_A0A6I2HU76_LACLC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A6I3PNS6_A0A6I3PNS6_9FIRM	1	1	1	1	0	0	2	2	1	1	1	2	1	6	2	3	12	5	1	16	1
tr_A0A6I4WSU1_A0A6I4WSU1_AERCA	16	17	7	10	22	13	28	20	9	11	22	20	27	50	21	14	44	8	10	40	22
tr_A0A6I4XD09_A0A6I4XD09_ENTGA	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	1	0	1	0
tr_A0A6I6IA83_A0A6I6IA83_STREI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
tr_A0A6L5HW96_A0A6L5HW96_9PSED	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A6L5X934_A0A6L5X934_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
tr_A0A6L5Y6B3_A0A6L5Y6B3_9FIRM	0	1	0	0	2	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0
tr_A0A6L5YJV9_A0A6L5YJV9_9FIRM	1	1	1	1	1	0	1	1	2	1	1	2	1	4	2	3	7	5	1	8	3
tr_A0A6L6XKH0_A0A6L6XKH0_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
tr_A0A6L8TB81_A0A6L8TB81_9FIRM	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	1	0	3	0
tr_A0A6L8TEI6_A0A6L8TEI6_9FIRM	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	3	1	1	1	0
tr_A0A6M0LIE9_A0A6M0LIE9_PSEXY	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0
tr_A0A6M1WAH0_A0A6M1WAH0_CLOPF	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
tr_A0A6N2RN78_A0A6N2RN78_ANAHA	0	0	1	0	0	0	1	1	0	1	1	1	1	2	1	1	3	1	0	4	1
tr_A0A6N2WJG7_A0A6N2WJG7_9FIRM	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	7	2	0	2	0
tr_A0A6N2XTU3_A0A6N2XTU3_9FIRM	1	1	1	1	0	0	1	0	1	1	0	0	3	6	4	1	23	12	3	10	5
tr_A0A6N2ZHG9_A0A6N2ZHG9_CLOSY	1	0	1	0	0	0	0	0	1	1	1	0	2	5	1	1	26	13	2	10	2
tr_A0A6N2ZJX7_A0A6N2ZJX7_ENTCA	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	1	0	1	0
tr_A0A6N2ZKU8_A0A6N2ZKU8_9ACTN	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	1	10	5	1	6	3
tr_A0A6N3AIT8_A0A6N3AIT8_9STRE	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
tr_A0A6N3AUL3_A0A6N3AUL3_9FIRM	0	0	1	1	0	0	2	1	0	0	1	2	3	2	2	2	8	3	1	4	1
tr_A0A6N3AZ83_A0A6N3AZ83_9CLOT	0	2	1	2	1	0	4	1	0	0	0	0	1	0	0	0	0	0	1	1	0
tr_A0A6N3CMG4_A0A6N3CMG4_9FIRM	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	2	0	0
tr_A0A6N3DS46_A0A6N3DS46_9FIRM	0	1	1	0	0	0	1	1	1	0	1	1	0	2	1	1	2	2	1	5	1
tr_A0A6N3ENL7_A0A6N3ENL7_9CLOT	0	1	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	2	0	0
tr_A0A6N3GQG8_A0A6N3GQG8_RUMGN	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	4	2	0	1	1
tr_A0A6N3H660_A0A6N3H660_CLOBU	0	2	1	2	1	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0
tr_A0A6N7IZJ4_A0A6N7IZJ4_9FIRM	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0
tr_A0A6N7S9T8_A0A6N7S9T8_9FIRM	0	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	42	10	1	4	1
tr_A0A6N7Y5N2_A0A6N7Y5N2_9FIRM	0	0	0	1	0	0	1	1	1	1	2	3	2	4	2	3	5	3	0	11	1
